key|S_Kr|S_Jp
20020509|ダーリンの後にずっとついてくにゃん。|ダーリンの後にずっとついてくにゃん。
20020511|嬉しいにゃん！　とってもご機嫌にゃん♪|嬉しいにゃん！とってもご機嫌にゃん♪
20020512|新しい着ぐるみかにゃん？|新しい着ぐるみかにゃん？
20020521|ダーリン！　待ってたにゃーん！|ダーリン！待ってたにゃーん！
20020522|にゃんにゃーん♪|にゃんにゃーん♪
20020523|ダーリン、お腹減ったにゃーん♪|ダーリン、お腹減ったにゃーん♪
20020601|さて、明日の朝ごはんは何にしようかな？|さて、明日の朝ごはんは何にしようかな？
20020602|むー！　もっと寝させてよー！|むー！もっと寝させてよー！
20020603|うう……。朝日が眩しい……。|うう……。朝日が眩しい……。
20020604|起きてすぐダーリンに会えるの嬉しい♥|起きてすぐダーリンに会えるの嬉しい♥
20020605|ずっとごろごろしてたいけど、太っちゃうかな……。|ずっとごろごろしてたいけど、太っちゃうかな……。
20020606|あら……もうこんな時間なの……？|あら……もうこんな時間なの……？
20020607|ダーリンと一緒にごろごろするの好き～。|ダーリンと一緒にごろごろするの好き～。
20020608|ダーリンにだけはなんでも話せるの♪|ダーリンにだけはなんでも話せるの……。
20020609|ダーリン明日はデートしよ♪|ダーリン明日はデートしよ♪
20020611|ありがとダーリン♪　大事にするね！|ありがとダーリン♪大事にするね！
20020612|嬉しい！　でも、他の人にはあげてないよね？|嬉しい！でも、他の人にはあげてないよね？
20020621|ダーリンきたー！　一人じゃ寂しいから一緒に寝よー！|ダーリンきたー！一人じゃ寂しいから一緒に寝よー！
20020622|休日に部屋でごろごろするの幸せ～。|休日に部屋でごろごろするの幸せ～。
20020623|むー、まだ寝ていたいよー。|むー、まだ寝ていたいよー。
20031001|あー、弦が切れてしもうとるやん。|あー、弦が切れてしもうとるやん。
20031002|タダでは演奏せぇへんよー！|タダでは演奏せぇへんよー！
20031003|演奏と射撃は勝手がちゃいますなぁ。|演奏と射撃は勝手がちゃいますなぁ。
20031004|時にはこういう服装もええなぁ。|時にはこういう服装もええなぁ。
20031005|おっと……また裾を踏んでもた。慣れへんなぁ。|おっと……また裾を踏んでもた。慣れへんなぁ。
20031006|なんや？　スカートに何かついとる？|なんや？スカートに何かついとる？
20031007|ウチとアンタの事、歌にでもしてみようかな。|ウチとアンタの事、歌にでもしてみようかな。
20031008|そ、そんなじっと見んといてーな……恥ずかしくなるやん。|そ、そんなじっと見んといてーな……恥ずかしくなるやん。
20031009|アンタと一緒に何処か遠くまで旅にでもいきたいなぁ。|アンタと一緒に何処か遠くまで旅にでもいきたいなぁ。
20031011|おおきにー！　さすがリーダーやね。|おおきにー！さすがリーダーやね。
20031012|驚いたわ！　なんでウチの好みを知っとるん？|驚いたわ！なんでウチの好みを知っとるん？
20031021|お、リーダー。ちょうどいい所おった！|お、リーダー。ちょうどいい所おった！
20031022|一曲、聞いていかへん？|一曲、聞いていかへん？
20031023|ここで会うたのも一期一会やね。なーんてな。|ここで会うたのも一期一会やね。なーんてな。
20040201|司令官にはこのメカフグ君の素晴らしさはわからないだろうな。|司令官にはこのメカフグ君の素晴らしさはわからないだろうな。
20040202|子供じゃないんだから、スクール水着なんて着るわけないじゃないか！|子供じゃないんだから、スクール水着なんて着るわけないじゃないか！
20040203|もうちょっと体に起伏が……うううっ……。|もうちょっと体に起伏が……うううっ……。
20040204|この水着、大人っぽくて似合ってるだろ！|この水着、大人っぽくて似合ってるだろ！
20040205|ちょっとお腹減った……カレーライスとかないかな……。|ちょっとお腹減った……カレーライスとかないかな……。
20040206|おかしい……メカフグ君が起動しない……。|おかしい……メカフグ君が起動しない……。
20040207|メカフグ君は司令官を守るためにつくったんだ。|メカフグ君は司令官を守るためにつくったんだ。
20040208|お、大人だからボディータッチなんて気にしないし！|お、大人だからボディータッチなんて気にしないし！
20040209|司令官が望むならもっと大人っぽい水着を着てもいいぞ！|司令官が望むならもっと大人っぽい水着を着てもいいぞ！
20040211|え、くれるの！？　すげえ嬉しいー！|え、くれるの！？すげえ嬉しいー！
20040212|サンキュー！　あとで返してって言っても返してあげないからな！|サンキュー！あとで返してって言っても返してあげないからな！
20040221|ちょうどいいところに来たな！　一緒に海行くぞ！|ちょうどいいところに来たな！一緒に海行くぞ！
20040222|ちょっと！　浮き輪はどこにあるんだ！|ちょっと！浮き輪はどこにあるんだ！
20040223|海といえばやっぱり砂のお城作りだろ！|海といえばやっぱり砂のお城作りだろ！
20040801|なんだ？　お菓子くれないやつに用はないぞ。|なんだ？お菓子くれないやつに用はないぞ。
20040802|子供じゃねえ！　でも大人だってお菓子貰ってもいいだろー！|子供じゃねえ！でも大人だってお菓子貰ってもいいだろー！
20040803|むむむ……メカかぼちゃ君2号が起動しないぞ……。|むむむ……メカかぼちゃ君2号が起動しないぞ……。
20040804|あたしほどハロウィンを楽しんでる隊員は居ないだろうな！|あたしほどハロウィンを楽しんでる隊員は居ないだろうな！
20040805|まずいな……ちょっとお菓子食べすぎた……。|まずいな……ちょっとお菓子食べすぎた……。
20040806|なんだ？　司令官はしましまニーハイが好きなのか？|なんだ？司令官はしましまニーハイが好きなのか？
20040807|皆からお菓子貰えなくても、司令官から貰えれば幸せだよ。|皆からお菓子貰えなくても、司令官から貰えれば幸せだよ。
20040808|大人の魔女だから、エッチなイタズラもできるんだぞ！|大人の魔女だから、エッチなイタズラもできるんだぞ！
20040809|一緒に街を回ろうよ！　なんなら手を繋いでもいいぞ！|一緒に街を回ろうよ！なんなら手を繋いでもいいぞ！
20040811|もちろんお菓子じゃないプレゼントも嬉しいよ！|もちろんお菓子じゃないプレゼントも嬉しいよ！
20040812|お、お菓子か？　じゃあイタズラはやめてやろう！|お、お菓子か？じゃあイタズラはやめてやろう！
20040821|やっと来たな……さあ司令官！　お菓子をよこせー！|やっと来たな……さあ司令官！お菓子をよこせー！
20040822|トリック・オア・トリート！|トリック・オア・トリート！
20040823|さあ！　早くお菓子を沢山よこせー！|さあ！早くお菓子を沢山よこせー！
20041101|今台詞を覚えてるんだから邪魔するなよー。|今台詞を覚えてるんだから邪魔するなよー。
20041102|子供じゃ……ではない！　神であるぞ。無礼ものー！|子供じゃ……ではない！神であるぞ。無礼ものー！
20041103|神にも下僕っているのか？　|神にも下僕っているのか？
20041104|演技、うまくなってるか！？　ふふーん、さすがはあたし！|演技、うまくなってるか！？ふふーん、さすがはあたし！
20041105|余はハンバーガーを所望する！　神だぞ！　偉いんだぞ！|余はハンバーガーを所望する！神だぞ！偉いんだぞ！
20041106|こんなオシャレな靴ってあまり慣れてないんだけど、どうだ？　似合うか？|こんなオシャレな靴ってあまり慣れてないんだけど、どうだ？似合うか？
20041107|神だからな！　司令官の願い事を聞いてやろう！|神だからな！司令官の願い事を聞いてやろう！
20041108|い、偉大なる神にくすぐりなぞ効かぬ！　ちょっ、やめろ！|い、偉大なる神にくすぐりなぞ効かぬ！ちょっ、やめろ！
20041109|司令官があたしのお芝居を見に来てくれるなら……。いつもより頑張れるかもな！|司令官があたしのお芝居を見に来てくれるなら……。いつもより頑張れるかもな！
20041111|うむ、よきにはからえ！　で、いいんだっけ？|うむ、よきにはからえ！で、いいんだっけ？
20041112|うむ、でかしたぞ！　褒美をくれて……。あ、ないや。|うむ、でかしたぞ！褒美をくれて……。あ、ないや。
20041121|やっと来たな！　今日もお芝居の練習に付き合え！|やっと来たな！今日もお芝居の練習に付き合え！
20041122|ワレこそはー！　んー、ちょっと違うか？|ワレこそはー！んー、ちょっと違うか？
20041123|お、お芝居なんてチョチョイのチョイだぞ！　大女優エリンに任せろ！|お、お芝居なんてチョチョイのチョイだぞ！大女優エリンに任せろ！
20050201|ビーチで沢山の男に囲まれちゃったらどうしようかしら。|ビーチで沢山の男に囲まれちゃったらどうしようかしら。
20050202|もう、司令官！　どこ見てるのよ！|もう、司令官！どこ見てるのよ！
20050203|も、もっと大人っぽい水着の子が沢山いるしね……。|も、もっと大人っぽい水着の子が沢山いるしね……。
20050204|えっ、可愛い！？　そ、そう？　嬉しいわ！|えっ、可愛い！？そ、そう？嬉しいわ！
20050205|あ、あれ……。ちょっと太ったかも……？|あ、あれ……。ちょっと太ったかも……？
20050206|この水鉄砲可愛い……。ちょっと！　いつからそこに居たの！|この水鉄砲可愛い……。ちょっと！いつからそこに居たの！
20050207|日焼け止めを塗る権利をあげるわ！　司令官だけの特別よ！|日焼け止めを塗る権利をあげるわ！司令官だけの特別よ！
20050208|司令官にだけ特別なんだからね！|司令官にだけ特別なんだからね！
20050209|司令官と一緒に、世界中のビーチを旅したいわ。|司令官と一緒に、世界中のビーチを旅したいわ。
20050211|え、プレゼント！？　う、嬉しいに決まってるわ……。|え、プレゼント！？う、嬉しいに決まってるわ……。
20050212|ありがと。でも、もっとロマンチックに渡して欲しかったわね。|ありがと。でも、もっとロマンチックに渡して欲しかったわね。
20050221|ちょっと！　レディーを待たせるなんて、何考えてるのよ！|ちょっと！レディーを待たせるなんて、何考えてるのよ！
20050222|ふふーん！　どう？　この水着似合ってるでしょ？|ふふーん！どう？この水着似合ってるでしょ？
20050223|私みたいな大人のレディの水着姿が見れてよかったわね！|私みたいな大人のレディの水着姿が見れてよかったわね！
20050301|えっと……振り付けはこんな感じよね。|えっと……振り付けはこんな感じよね。
20050302|ちょっ、司令官！　今のちゃんと見てた！？|ちょっ、司令官！今のちゃんと見てた！？
20050303|う……二の腕のたるみが……。|う……二の腕のたるみが……。
20050304|やったー！　新しい振り付けができるようになったわ！|やったー！新しい振り付けができるようになったわ！
20050305|うう……。体が硬いわね……。|うう……。体が硬いわね……。
20050306|スカート短すぎない？　こんなものなの……？|スカート短すぎない？こんなものなの……？
20050307|司令官が落ち込んだら、私が応援してあげるわよ！|司令官が落ち込んだら、私が応援してあげるわよ！
20050308|二人っきりの時は、もっと近くで見てもいいわよ……。|二人っきりの時は、もっと近くで見てもいいわよ……。
20050309|ほんと？　可愛い……？　じゃあもっと頑張っちゃおうかしら！|ほんと？可愛い……？じゃあもっと頑張っちゃおうかしら！
20050311|あ……ありがと、凄く嬉しい……。とても大事にするわ。|あ……ありがと、凄く嬉しい……。とても大事にするわ。
20050312|うふふ。私のチアに見惚れちゃったのかしら？|うふふ。私のチアに見惚れちゃったのかしら？
20050321|私のチアが見られるんだから、もっと早くきなさいよ！|私のチアが見られるんだから、もっと早くきなさいよ！
20050322|ちょっと、振り付け見て欲しいんだけど。|ちょっと、振り付け見て欲しいんだけど。
20050323|私が応援してあげるんだから、勝つに決まってるわ！|私が応援してあげるんだから、勝つに決まってるわ！
20050401|ふふっ、私の台本なら完璧よ。|ふふっ、私の台本なら完璧よ。
20050402|違うわ！　もっと声に気持ちを込めるのよ！|違うわ！もっと声に気持ちを込めるのよ！
20050403|衣装が少し汚れちゃったわ……。|衣装が少し汚れちゃったわ……。
20050404|似合ってる？　そんなの当たり前じゃない！|似合ってる？そんなの当たり前じゃない！
20050405|このセリフ、ちょっと違和感があるわね……。修正するわ。|このセリフ、ちょっと違和感があるわね……。修正するわ。
20050406|ちょ、ちょっと！　私ばかり見てセリフ忘れないでよ……！|ちょ、ちょっと！私ばかり見てセリフ忘れないでよ……！
20050407|誰も居ないわよね……。さあ、思う存分抱きしめて良いのよっ！|誰も居ないわよね……。さあ、思う存分抱きしめて良いのよっ！
20050408|司令官がどうしてもって言うなら、いつでもこの衣装着てあげるわよ！|司令官がどうしてもって言うなら、いつでもこの衣装着てあげるわよ！
20050409|結ばれた二人は、いつまでも一緒に、幸せに暮らすのよ。|結ばれた二人は、いつまでも一緒に、幸せに暮らすのよ。
20050411|あら、プレゼント？　いい心がけね。|あら、プレゼント？いい心がけね。
20050412|嬉しいことしてくれるじゃない。　……お返しは何が喜んでもらえるかしら……。|嬉しいことしてくれるじゃない。……お返しは何が喜んでもらえるかしら……。
20050421|さあ、早く準備なさい！　私の練習に付き合って頂戴。|さあ、早く準備なさい！私の練習に付き合って頂戴。
20050422|今日も舞台の練習よ！|今日も舞台の練習よ！
20050423|私が主役なんだから、素晴らしいに決まってるわ。|私が主役なんだから、素晴らしいに決まってるわ。
20050601|ちょっとセクシー過ぎかしら？|ちょっとセクシー過ぎかしら？
20050602|どこ触ってるのよー！|どこ触ってるのよー！
20050603|あれ……ちょっと太ったかしら？|あれ……ちょっと太ったかしら？
20050604|似合ってるに決まってるじゃない！|似合ってるに決まってるじゃない！
20050605|ちょっとお腹冷えたかも……。ううぅ。|ちょっとお腹冷えたかも……。ううぅ。
20050606|髪型……変じゃないかしら？|髪型……変じゃないかしら？
20050607|もっと近くに来てもいいのよっ！|もっと近くに来てもいいのよっ！
20050608|ちょっと……そんな所ジロジロ見てどうするのよ……。|ちょっと……そんな所ジロジロ見てどうするのよ……。
20050609|こんな格好……司令官以外には見せないわよ。|こんな格好……司令官以外には見せないわよ。
20050611|嬉しいわ。開けてもいいかしら？|嬉しいわ。開けてもいいかしら？
20050612|私に！？　ありがと……。凄く大事にするわ。|私に！？ありがと……。凄く大事にするわ。
20050621|あら、また来たの。私に会いに来たのかしら？|あら、また来たの。私に会いに来たのかしら？
20050622|ふふ～ん♪　やっぱりこれ可愛いわっ！|ふふ～ん♪やっぱりこれ可愛いわっ！
20050623|見惚れちゃったのかしら？|見惚れちゃったのかしら？
20061301|えっと……。作戦内容のメモをもう一度見直さないと……。|えっと……。作戦内容のメモをもう一度見直さないと……。
20061302|ああっ。付箋取っちゃったらだめです！|ああっ。付箋取っちゃったらだめです！
20061303|私も誰かの役に立ちたいです……。|私も誰かの役に立ちたいです……。
20061304|私、司令官のお役に立てましたか？|私、司令官のお役に立てましたか？
20061305|あれ……スーツの体温調整の指南メモどこいっちゃったかな……。|あれ……スーツの体温調整の指南メモどこいっちゃったかな……。
20061306|このスーツ、ピチピチでちょっと恥ずかしいです……。|このスーツ、ピチピチでちょっと恥ずかしいです……。
20061307|司令官の事は全てこのメモ帳に書いてあります。|司令官の事は全てこのメモ帳に書いてあります。
20061308|私にとって、司令官は大事な人ですから……。|私にとって、司令官は大事な人ですから……。
20061309|今度はあたしが司令官を守ってみせます……！|今度はあたしが司令官を守ってみせます……！
20061311|司令からこんなもの頂けて……。あたし幸せです。|司令からこんなもの頂けて……。あたし幸せです。
20061312|司令から頂けるプレゼントは何よりも特別です……。|司令から頂けるプレゼントは何よりも特別です……。
20061321|司令官、戦う準備はできてます。|司令官、戦う準備はできてます。
20061322|様になってますか……？|様になってますか……？
20061323|目標をセンターに捉えて……。撃つ！|目標をセンターに捉えて……。撃つ！
20071001|うーん……次の映画はセリフが多いので頑張らないと。|うーん……次の映画はセリフが多いので頑張らないと。
20071002|綺麗な劇場を沢山壊した帝国は許せません……。|綺麗な劇場を沢山壊した帝国は許せません……。
20071003|うう……私のお団子誰かに食べられちゃいました……。|うう……私のお団子誰かに食べられちゃいました……。
20071004|次の映画の衣装です！　どうですか？|次の映画の衣装です！どうですか？
20071005|もう少し大人っぽい体型になれれば、こなせる役も増やせるのに……。|もう少し大人っぽい体型になれれば、こなせる役も増やせるのに……。
20071006|あれ……。えっと、このリボンは何処に付いてたんでしょう……。|あれ……。えっと、このリボンは何処に付いてたんでしょう……。
20071007|私と司令官様との出会いを映画化してみたいなって考えてます。|私と司令官様との出会いを映画化してみたいなって考えてます。
20071008|司令官様は私の大事な人です。|司令官様は私の大事な人です。
20071009|次の映画は恋愛ものなのですが、主役はぜひ司令官様に！|次の映画は恋愛ものなのですが、主役はぜひ司令官様に！
20071011|ありがとうございます！　大事にしますね。|ありがとうございます！大事にしますね。
20071012|司令官様のプレゼントは特別なんです。|司令官様のプレゼントは特別なんです。
20071021|あ、ちょうどいい所に！　お芝居の練習、手伝って下さい。|あ、ちょうどいい所に！お芝居の練習、手伝って下さい。
20071022|はむはむ……お団子美味しいです♪|はむはむ……お団子美味しいです♪
20071023|喉を傷めないように日頃から注意しないといけませんね。|喉を傷めないように日頃から注意しないといけませんね。
20081501|【운동복】신 유진 말풍선 1|事件がない時ってなんか力が入らないんですよね……。バスケの練習でもしよーっと。
20081502|【운동복】신 유진 말풍선 2|おっと！このボールは絶対渡せません！
20081503|【운동복】신 유진 말풍선 3|バスケのユニフォームってこんなに露出多いんでしたっけ…？
20081504|【운동복】신 유진 말풍선 4|眼鏡を頭にかけている理由ですか？いざというときにメガネキラーンするためですよ！
20081505|【운동복】신 유진 말풍선 5|このボールって意外と固いんですよ。立派な凶器になりえますね、これは……！
20081506|【운동복】신 유진 말풍선 6|リバウンドを制するものは事件を制す！あれ、違いましたっけ？
20081507|【운동복】신 유진 말풍선 7|師匠へのこの気持ち……、かなりの難事件になりそうですね。
20081508|【운동복】신 유진 말풍선 8|師匠といるとドキドキが止まりません……。これは捜査の必要がありますね。
20081509|【운동복】신 유진 말풍선 9|「師匠と弟子、愛のリバウンド事件！」一緒に捜査してみませんか？
20081511|【운동복】신 유진 말풍선 10|ありがとうございます！ちょうど今欲しかったものです！
20081512|【운동복】신 유진 말풍선 11|さすが師匠……！弟子の好みを完璧リサーチ済みとは！
20081521|【운동복】신 유진 말풍선 12|師匠！今日は捜査より一緒に1on1でもしませんか？
20081522|【운동복】신 유진 말풍선 13|困ったことがあったらこの美少女名探偵に相談してください！
20081523|【운동복】신 유진 말풍선 14|事件もいいけど、たまには体を動かしたくなります……！
20097001|【발더】츠쿠요미 말풍선 1|お掃除の後は、お洗濯……その後はお食事の準備で……。
20097002|【발더】츠쿠요미 말풍선 2|もう、こんなに散らかして。物を踏んで壊してしまいますよ？
20097003|【발더】츠쿠요미 말풍선 3|可愛い洋服は、似合う気がしなくて……買ったことがないんです。
20097004|【발더】츠쿠요미 말풍선 4|あなた様のお世話をできるのが、とても嬉しいんです。
20097005|【발더】츠쿠요미 말풍선 5|不摂生は体によくありませんから、ちゃんとお食事してくださいね。
20097006|【발더】츠쿠요미 말풍선 6|恋愛の極意は、手料理で味覚を支配することと聞きました。……え、違う？
20097007|【발더】츠쿠요미 말풍선 7|しょっぱい卵焼きと甘い卵焼き、どちらが好きですか？
20097008|【발더】츠쿠요미 말풍선 8|お風呂にしますか？お食事にしますか？それとも……い、いえ何でも……！
20097009|【발더】츠쿠요미 말풍선 9|あの…毎日、あなた様のためにお味噌汁を作りたいんです。良いですか……？
20097011|【발더】츠쿠요미 말풍선 10|嬉しいです、お返しは何が良いでしょうか？
20097012|【발더】츠쿠요미 말풍선 11|素敵なものをありがとうございます。このご恩は忘れません。
20097021|【발더】츠쿠요미 말풍선 12|司令様、お待ちしておりました。お疲れではありませんか？
20097022|【발더】츠쿠요미 말풍선 13|お食事の用意ですね、何が食べたいですか？
20097023|【발더】츠쿠요미 말풍선 14|あら、お召し物に乱れがありますね。……はい、直りましたよ。
20097101|【발더】미나즈키 소라 말풍선 1|今日のご飯は何にしようかしら。うーん、チョコレート野菜スープ……。
20097102|【발더】미나즈키 소라 말풍선 2|悪いことをしたなら、当然の報いを受けるべきよ！
20097103|【발더】미나즈키 소라 말풍선 3|せ、成長途中なの！これから誰もがうらやむプロポーションになるんだから！
20097104|【발더】미나즈키 소라 말풍선 4|どう？キャラメル炊き込みご飯、おいしそうでしょ！
20097105|【발더】미나즈키 소라 말풍선 5|カ、カロリーなんて気にしたら、負けなのよ。
20097106|【발더】미나즈키 소라 말풍선 6|はぁ？ツンデレ！？どうして私がアンタにデレるのよ！
20097107|【발더】미나즈키 소라 말풍선 7|アンタはもちろん、私が好きなんでしょ？ふふん、ちゃーんと分かってるわ。
20097108|【발더】미나즈키 소라 말풍선 8|アンタの諦めの悪さ……す、好きって言ってるのよ。
20097109|【발더】미나즈키 소라 말풍선 9|仕方ないから、この私がアンタのお嫁さんになってあげる！感謝しなさい！
20097111|【발더】미나즈키 소라 말풍선 10|無駄遣いしなくて良いのよ？……嬉しいけど。
20097112|【발더】미나즈키 소라 말풍선 11|もらってあげなくもないけど……その、ありがとう。
20097121|【발더】미나즈키 소라 말풍선 12|ちょっと！遅かったじゃない！どこほっつき歩いてたのよ！
20097122|【발더】미나즈키 소라 말풍선 13|あ！良いメニューを思いついたわ！混ぜ込みマシュマロご飯なんてどう！？
20097123|【발더】미나즈키 소라 말풍선 14|どうしてもって言うなら、一緒に出かけてあげても良いけど？
20097201|【발더】스즈미야 나기 말풍선 1|人の上に立つには、常にクールでいないと……。
20097202|【발더】스즈미야 나기 말풍선 2|ごめんあそばせ、おさわりはやめてもらえる？
20097203|【발더】스즈미야 나기 말풍선 3|黒服の人を見かけた……？ああ、きっと私を探しているのね……。
20097204|【발더】스즈미야 나기 말풍선 4|面白い本があったから、司令官にもと思って。はい、これ。
20097205|【발더】스즈미야 나기 말풍선 5|もう子供じゃないのに門限があるのよ？ひどいと思わない？
20097206|【발더】스즈미야 나기 말풍선 6|超恋愛学のススメ……？私にはちょっと、む、難しいわ……。
20097207|【발더】스즈미야 나기 말풍선 7|あなたと食べる食事は、いつもより美味しく感じるわ。
20097208|【발더】스즈미야 나기 말풍선 8|きゃあっ、風が……っ！み、見えたって……馬鹿っ！
20097209|【발더】스즈미야 나기 말풍선 9|私、あまりひとりで居たくないの……司令官、ずっと一緒にいて……。
20097211|【발더】스즈미야 나기 말풍선 10|女心を掴むにはプレゼントが良いらしいわね、ありがとう。
20097212|【발더】스즈미야 나기 말풍선 11|なんでもない物なのに、こんなにも嬉しいなんて……不思議ね。
20097221|【발더】스즈미야 나기 말풍선 12|司令官、ちょっと背中を借りて良いかしら？追いかけられてるのよ。
20097222|【발더】스즈미야 나기 말풍선 13|私の家って厳しいの。過保護で困っちゃうわ。
20097223|【발더】스즈미야 나기 말풍선 14|時間あるかしら？一緒に食事でもどう？
20097301|【발더】베첼러 말풍선 1|キミってさ、見境がないよね。あ、近寄らないでほしいな。
20097302|【발더】베첼러 말풍선 2|ちょっと！ボクのこと、子ども扱いしないでよ！
20097303|【발더】베첼러 말풍선 3|ま、まずい……この料理、誰が作ったの……。キミだったら許さない……。
20097304|【발더】베첼러 말풍선 4|ボクの本名？ひ・み・つ！だよ！！
20097305|【발더】베첼러 말풍선 5|チームワークは好きじゃないよ、みんなボクについて来られないんだもん。
20097306|【발더】베첼러 말풍선 6|何を言ってるのかわからないよ……気持ち悪いな……。
20097307|【발더】베첼러 말풍선 7|キミの心もハッキングできたらいいのになあ。そしたら……んふふ。
20097308|【발더】베첼러 말풍선 8|えっと、キミになら、こっそり本名教えてあげても良いよ。
20097309|【발더】베첼러 말풍선 9|キミと一緒だと毎日飽きないよ！ずっと一緒にいてくれるよね？
20097311|【발더】베첼러 말풍선 10|子ども扱いしないでよ！え、違うの？えへへ、それならもらっちゃう。
20097312|【발더】베첼러 말풍선 11|立派な大人には立派なプレゼントって事？キミ最高！
20097321|【발더】베첼러 말풍선 12|あっ、いいところに！とっても良いこと思いついたんだ！見て見て！
20097322|【발더】베첼러 말풍선 13|天才ハッカーのボクにかかれば、キミの隠しファイルなんて一発だよ！
20097323|【발더】베첼러 말풍선 14|バチェラはハンドルネームだよ。キミもそう呼んでね！
20097401|【발더】키리시마 레인 말풍선 1|どうしてもというなら止めませんが、覚悟はしておいてください。
20097402|【발더】키리시마 레인 말풍선 2|妙な素振りを見せたらへし折ります。色々と。
20097403|【발더】키리시마 레인 말풍선 3|う……今日の晩御飯は刺身なんですか？焼き魚に変更を要求します！
20097404|【발더】키리시마 레인 말풍선 4|司令はまるで、ミキサー車のように包容力があるお方ですね。
20097405|【발더】키리시마 레인 말풍선 5|生ものを食べるなんて、野蛮人のする事です。
20097406|【발더】키리시마 레인 말풍선 6|わ…私の過去なんてどうでも良いじゃないですか！
20097407|【발더】키리시마 레인 말풍선 7|私はあなたを支えるためにここにいるのですから、何なりとご指示を。
20097408|【발더】키리시마 레인 말풍선 8|司令の好みを存じ上げませんので……色々とご教示いただきたいのですが……。
20097409|【발더】키리시마 레인 말풍선 9|司令の元に永久就職も考えていますよ。人生のサポートも……させてください。
20097411|【발더】키리시마 레인 말풍선 10|ありがたく頂戴いたします。
20097412|【발더】키리시마 레인 말풍선 11|よろしいのですか？お心遣い、感謝いたします。
20097421|【발더】키리시마 레인 말풍선 12|司令、お待ちしておりました。本日のスケジュールをご確認ください。
20097422|【발더】키리시마 레인 말풍선 13|桐島レイン。階級は少尉ですよ、司令。
20097423|【발더】키리시마 레인 말풍선 14|司令官たるもの、常に冷静で的確な判断が求められるのが道理です。
20097501|【발더】미즈사카 렌 말풍선 1|ネコさんだ～！あ、行っちゃった……。
20097502|【발더】미즈사카 렌 말풍선 2|お兄ちゃん！さっき一緒にいた女の人は誰！？
20097503|【발더】미즈사카 렌 말풍선 3|えーっとね、憐はもう一人前だから、ちゃんとお嫁さん扱いしてほしいの……。
20097504|【발더】미즈사카 렌 말풍선 4|お兄ちゃん、ケーキ買ってきたから、一緒に食べよ？
20097505|【발더】미즈사카 렌 말풍선 5|憐はウサギさんと一緒なの。お兄ちゃんがいないと、寂しくて死んじゃうかも。
20097506|【발더】미즈사카 렌 말풍선 6|憐は、「よーじたいけー」って言われたけど、どういう意味なの？
20097507|【발더】미즈사카 렌 말풍선 7|お兄ちゃんがいれば、それでいいの。お兄ちゃん、だーいすき。
20097508|【발더】미즈사카 렌 말풍선 8|お兄ちゃんは、もっと憐に色んな事、しても……良いんだよ？
20097509|【발더】미즈사카 렌 말풍선 9|憐はお兄ちゃんのお嫁さんになるのっ！約束だよ？
20097511|【발더】미즈사카 렌 말풍선 10|ありがとう。お兄ちゃんからの贈り物……えへへ。
20097512|【발더】미즈사카 렌 말풍선 11|お兄ちゃんがくれるものは、みーんな憐の宝物なの。
20097521|【발더】미즈사카 렌 말풍선 12|お兄ちゃん、どこに行ってたの？憐と一緒にいて？
20097522|【발더】미즈사카 렌 말풍선 13|お兄ちゃんと一緒～♪えへへ～。
20097523|【발더】미즈사카 렌 말풍선 14|今日は何するの？てくてくってお散歩でもしない？
20097601|あら、枝毛。美容には気を使っていたはずなのだけれど……。|あら、枝毛。美容には気を使っていたはずなのだけれど……。
20097602|アイドルの下着を見ようとしたの……？この影で八つ裂きにされたいのね？|アイドルの下着を見ようとしたの……？この影で八つ裂きにされたいのね？
20097603|私の隣を歩きたいなら、もっと素敵な紳士になってからにして。|私の隣を歩きたいなら、もっと素敵な紳士になってからにして。
20097604|私以上に良い女はいないわ。司令官はよーく分かっているでしょう？|私以上に良い女はいないわ。司令官はよーく分かっているでしょう？
20097605|体型維持……体型維持……この世界は誘惑が多いわね……。|体型維持……体型維持……この世界は誘惑が多いわね……。
20097606|今の名前は悪魔と契約してからの名前よ。……過去の名前は、忘れたの。|今の名前は悪魔と契約してからの名前よ。……過去の名前は、忘れたの。
20097607|私とデートしたいの？……アイドルを独り占めしようだなんて、ホントお馬鹿さんね。|私とデートしたいの？……アイドルを独り占めしようだなんて、ホントお馬鹿さんね。
20097608|司令官はその……どんな人がタイプかしら……？や、やっぱり言わなくて良いわ！|司令官はその……どんな人がタイプかしら……？や、やっぱり言わなくて良いわ！
20097609|あなたは私にふさわしい人間だと言っているの。……察しなさいっ！|あなたは私にふさわしい人間だと言っているの。……察しなさいっ！
20097611|私が喜ぶと思って……？……ふん、余計なお世話よ。|私が喜ぶと思って……？……ふん、余計なお世話よ。
20097612|……別に欲しくないけど、もらっておいてあげるわ。|……別に欲しくないけど、もらっておいてあげるわ。
20097621|ようやく来たのね。私を待たせるなんて、一体どういうつもりかしら？|ようやく来たのね。私を待たせるなんて、一体どういうつもりかしら？
20097622|この世界は楽しいわね。私のファンを増やす良いチャンスだわ。|この世界は楽しいわね。私のファンを増やす良いチャンスだわ。
20097623|ホルニッセはスズメバチって意味よ。刺されたかったらいつでも言って頂戴。|ホルニッセはスズメバチって意味よ。刺されたかったらいつでも言って頂戴。
20097701|早く戦わせてくれないかな？こう暇だと体がなまっちゃうよ。|早く戦わせてくれないかな？こう暇だと体がなまっちゃうよ。
