key|EBSS_Kr|EBSS_Jp
10270161|ぐうっ……！！\nも、もうこれ以上の防衛は……！！|ぐうっ……！！\nも、もうこれ以上の防衛は……！！
10270162|ギュオオオオオンン！！|ギュオオオオオンン！！
10270163|リバイアサンが力を溜めています！\nくっ……吸い込まれて……みなさんただちに後方へ避難してください！|リバイアサンが力を溜めています！\nくっ……吸い込まれて……みなさんただちに後方へ避難してください！
10270164|それができたらいいんだけど、ね！|それができたらいいんだけど、ね！
10270165|システムの遅延で回避が間に合いません……！|システムの遅延で回避が間に合いません……！
10270166|リバイアサンが周囲のあらゆるものを飲み込んでいく。\nまともな操作すらおぼつかないこの状況では、とても回避などできるはずもなかった。|リバイアサンが周囲のあらゆるものを飲み込んでいく。\nまともな操作すらおぼつかないこの状況では、とても回避などできるはずもなかった。
10270167|動け！　動きなさいよ！！|動け！　動きなさいよ！！
10270168|ガチャガチャ！！|ガチャガチャ！！
10270169|もう……耐えられませんっ！！|もう……耐えられませんっ！！
10270170|ドオオオオオオオオオオオオン！！！！|ドオオオオオオオオオオオオン！！！！
10270171|……。|……。
10270172|…………。|…………。
10270173|………………。|………………。
10270174|システムエラーは回復されました。\n繰り返します。システムエラーは……。|システムエラーは回復されました。\n繰り返します。システムエラーは……。
10270175|私達、なぜ生きているのでしょう……。|私達、なぜ生きているのでしょう……。
10270176|じ、実はもう天国だったりして？|じ、実はもう天国だったりして？
10270177|砲撃が放たれる瞬間、なぜか照準が私達から外れました。\n発生していた障害も全て回復しているようですが……。|砲撃が放たれる瞬間、なぜか照準が私達から外れました。\n発生していた障害も全て回復しているようですが……。
10270178|みんな、まだ生きてるよね！？|みんな、まだ生きてるよね！？
10270179|バチェラさん！！|バチェラさん！！
10270180|その様子だと間一髪だったみたいだね。\n今ならリバイアサンのほとんどの機能が正常に働いていないはずだよ！|その様子だと間一髪だったみたいだね。\n今ならリバイアサンのほとんどの機能が正常に働いていないはずだよ！
10270181|ま、まさかほんとに成功したの？|ま、まさかほんとに成功したの？
10270182|ボクを誰だと思ってるの？\n天才ハッカーだよ？|ボクを誰だと思ってるの？\n天才ハッカーだよ？
10270183|……私も手伝ったけどね。|……私も手伝ったけどね。
10270184|憐もちょっと手伝ったよ？|憐もちょっと手伝ったよ？
10270185|と、とにかく、反撃するなら今だよ！！|と、とにかく、反撃するなら今だよ！！
10270186|ここからは私達が頑張る番みたいね！|ここからは私達が頑張る番みたいね！
10270187|防衛機能が正常に動作していないなら、\n先日効かなかった攻撃も効果があるはずです！|防衛機能が正常に動作していないなら、\n先日効かなかった攻撃も効果があるはずです！
10270188|動きがぎこちなくなったリバイアサンに向けて一斉に武器を構える。|動きがぎこちなくなったリバイアサンに向けて一斉に武器を構える。
10270189|バチェラさん達が作った希望を私達が繋いでいきましょう。\nさぁ、参ります！|バチェラさん達が作った希望を私達が繋いでいきましょう。\nさぁ、参ります！
10270190|世界の存亡をかけ、超兵器との決戦に臨んだパイロット達。\nそして決着がつき……。|世界の存亡をかけ、超兵器との決戦に臨んだパイロット達。\nそして決着がつき……。
10270191|あれからもう、１ヶ月かぁ。\nなんか全部夢だったみたいに感じる……。|あれからもう、１ヶ月かぁ。\nなんか全部夢だったみたいに感じる……。
10270192|激戦の末リバイアサンを撃破したあの日。\nR.E.A.P.のコントロールセンターは機能を取り戻した。|激戦の末リバイアサンを撃破したあの日。\nR.E.A.P.のコントロールセンターは機能を取り戻した。
10270193|しばらく滞在していたバチェラたちも今や誰もおらず、\n完全にいつもの日常が戻ってきたようだった。|しばらく滞在していたバチェラたちも今や誰もおらず、\n完全にいつもの日常が戻ってきたようだった。
10270194|リバイアサンも結局どこかに消えてしまいましたしね。\n一体、どこに消えたのでしょうか。|リバイアサンも結局どこかに消えてしまいましたしね。\n一体、どこに消えたのでしょうか。
10270195|確かに破壊したのは確認したんだけど……。\nまだ逃げる余力が残っていたなんてな。|確かに破壊したのは確認したんだけど……。\nまだ逃げる余力が残っていたなんてな。
10270196|この世のどこかで復讐の機会を狙っているとしたら、これほどゾッとする話はない。|この世のどこかで復讐の機会を狙っているとしたら、これほどゾッとする話はない。
10270197|コンコン。|コンコン。
10270198|入っていいぞー。|入っていいぞー。
10270199|失礼するであります！\n司令に来客であります！|失礼するであります！\n司令に来客であります！
10270200|お兄ちゃん……久しぶり、だね。|お兄ちゃん……久しぶり、だね。
10270201|誰かと思ったら、憐か！？　あれ以来だなぁ！\n何か不自由してないか？　元気にやってるか？|誰かと思ったら、憐か！？　あれ以来だなぁ！\n何か不自由してないか？　元気にやってるか？
10270202|大丈夫だよ。お兄ちゃんって心配性？|大丈夫だよ。お兄ちゃんって心配性？
10270203|ちょっと、ボクもいるんだけど！|ちょっと、ボクもいるんだけど！
10270204|あっ、バチェラもいたのか。すまん。|あっ、バチェラもいたのか。すまん。
10270205|まったく、キミって相変わらずだよね。|まったく、キミって相変わらずだよね。
10270206|それよりさ、今日は見てほしいものがあってきたんだ。|それよりさ、今日は見てほしいものがあってきたんだ。
10270207|きっとすごく、びっくりするよ。|きっとすごく、びっくりするよ。
10270208|まず、憐が探してたぬいぐるみってどうなったと思う？|まず、憐が探してたぬいぐるみってどうなったと思う？
10270209|ん？　リバイアサンと一緒に消えたんじゃないのか？|ん？　リバイアサンと一緒に消えたんじゃないのか？
10270210|そういえばそこがどうなったのかは確認していなかった。\n憐の大切なものなのに、なんだか申し訳ない。|そういえばそこがどうなったのかは確認していなかった。\n憐の大切なものなのに、なんだか申し訳ない。
10270211|実は憐の手元に既に戻っていたとしたら？|実は憐の手元に既に戻っていたとしたら？
10270212|コアだけ取り出せたとか、抜け落ちていたとか？\n……もったいぶってないで教えてくれ。|コアだけ取り出せたとか、抜け落ちていたとか？\n……もったいぶってないで教えてくれ。
10270213|もう、せっかちだなぁ。ほらこれだよ。|もう、せっかちだなぁ。ほらこれだよ。
10270214|そう言って憐が開いたノートパソコンを差し出してくる。\nその画面に映し出されていたもの、それは一枚の写真らしきデジタル画像だった。|そう言って憐が開いたノートパソコンを差し出してくる。\nその画面に映し出されていたもの、それは一枚の写真らしきデジタル画像だった。
10270215|憐さんの写真ですね。\n憐さんが持っているのは……小さいリバイアサン……？|憐さんの写真ですね。\n憐さんが持っているのは……小さいリバイアサン……？
10270216|合成画像か偽物、だよな？\nまさかこのボールサイズのやつが、本物なわけが……。|合成画像か偽物、だよな？\nまさかこのボールサイズのやつが、本物なわけが……。
10270217|ふふんっ、これは紛れもなく本物のリバイアサンだよ！|ふふんっ、これは紛れもなく本物のリバイアサンだよ！
10270218|それを聞き、画面とバチェラの顔を何度も見比べてしまう。|それを聞き、画面とバチェラの顔を何度も見比べてしまう。
10270219|ほ、ほん……もの……？|ほ、ほん……もの……？
10270220|ええぇえぇぇぇーーーー！？|ええぇえぇぇぇーーーー！？
10270221|あの後しばらくして、この子が憐の前に現れたの。\n最初は憐を苛めにきたんじゃって怖かったけど……。|あの後しばらくして、この子が憐の前に現れたの。\n最初は憐を苛めにきたんじゃって怖かったけど……。
10270222|……危険性はないの？|……危険性はないの？
10270223|うん、大丈夫みたい。\n憐に懐いてるのかな……えへへ、すごく可愛いんだよ。|うん、大丈夫みたい。\n憐に懐いてるのかな……えへへ、すごく可愛いんだよ。
10270224|いや、だからってなぁ。\nそもそもなんで憐のもとに現れたんだ？|いや、だからってなぁ。\nそもそもなんで憐のもとに現れたんだ？
10270225|きっとプログラムが再起動されたんじゃないかな。\n誰も制御する人がいなかったし、コアの影響を受けたんだと思うんだけど……。\n外見がペットロボットだったときみたいに、憐に懐いてるんだ。|きっとプログラムが再起動されたんじゃないかな。\n誰も制御する人がいなかったし、コアの影響を受けたんだと思うんだけど……。\n外見がペットロボットだったときみたいに、憐に懐いてるんだ。
10270226|大きさを自在に変えられるみたいで、\nボクたちを散々苦しめたときのサイズにもなれるみたいだよ。|大きさを自在に変えられるみたいで、\nボクたちを散々苦しめたときのサイズにもなれるみたいだよ。
10270227|まぁ、詳しいことはよくわからないや！|まぁ、詳しいことはよくわからないや！
10270228|おいおい、それで暴走したりしたらどうするんだよ。|おいおい、それで暴走したりしたらどうするんだよ。
10270229|大丈夫だよ。ボク特製の制御プログラムを組んでおいたからさ。\nこれでじっくり分析できるし満足だよっ。|大丈夫だよ。ボク特製の制御プログラムを組んでおいたからさ。\nこれでじっくり分析できるし満足だよっ。
10270230|はぁーー、確かに分析の件については問題ないって言ったけど、\nまさか起動してるなんてな……。|はぁーー、確かに分析の件については問題ないって言ったけど、\nまさか起動してるなんてな……。
10270231|もー、そうやってグチグチ言ってばっかりなんなのさ！\n憐からも言ってやってよ！|もー、そうやってグチグチ言ってばっかりなんなのさ！\n憐からも言ってやってよ！
10270232|今はいい子だから……本当だよ……？|今はいい子だから……本当だよ……？
10270233|憐の子犬のような眼差しが俺に突き刺さる。|憐の子犬のような眼差しが俺に突き刺さる。
10270234|うぐっ！！　……まぁ、公的には「破壊された」ことになってるしな。\nただし、なにかあったらすぐ言えよ！！|うぐっ！！　……まぁ、公的には「破壊された」ことになってるしな。\nただし、なにかあったらすぐ言えよ！！
10270235|うん、もちろん！！|うん、もちろん！！
10270236|ビー！　ビー！|ビー！　ビー！
10270237|その時、基地内に警報が鳴り響いた。|その時、基地内に警報が鳴り響いた。
10270238|司令官、現在外部からサイバー攻撃を受けているとの報せが。\n対応はしていますがどうにも人手が足りないようです。|司令官、現在外部からサイバー攻撃を受けているとの報せが。\n対応はしていますがどうにも人手が足りないようです。
10270239|なんだって！？\nしかし今すぐ出せる人員なんて……あっ。|なんだって！？\nしかし今すぐ出せる人員なんて……あっ。
10270240|傍らにいる、頼もしいハッカーに視線をやる。|傍らにいる、頼もしいハッカーに視線をやる。
10270241|もしかして、ボクたちの力が必要だったりする？|もしかして、ボクたちの力が必要だったりする？
10270242|……はぁ、こりゃ長い付き合いになりそうだな。\nよろしく頼むよ、バチェラ！|……はぁ、こりゃ長い付き合いになりそうだな。\nよろしく頼むよ、バチェラ！
10270243|Goddess Kiss部隊と共に戦った英雄達が存在する――。\nそんな噂が騒動後、人々の間でまことしやかに囁かれた。|Goddess Kiss部隊と共に戦った英雄達が存在する――。\nそんな噂が騒動後、人々の間でまことしやかに囁かれた。
10270244|大規模な混乱により公的な記録は残っておらず、真偽の程は定かではない。\nただその存在だけは広まり、今も語り継がれているという――。|大規模な混乱により公的な記録は残っておらず、真偽の程は定かではない。\nただその存在だけは広まり、今も語り継がれているという――。
10270245|End|End
10280001|R.E.A.P.に所属する隊員にとって、待ちに待ったイベントの季節がやってきた。\n部隊同士の交流を目的とした「大運動祭」である。|R.E.A.P.に所属する隊員にとって、待ちに待ったイベントの季節がやってきた。\n部隊同士の交流を目的とした「大運動祭」である。
10280002|各隊の威信をかけて競うとあって、毎年この時期はどこも準備に大忙しだ。\nGoddess Kissも例に漏れずいつも以上に鍛錬に精をだしていたのだが――。|各隊の威信をかけて競うとあって、毎年この時期はどこも準備に大忙しだ。\nGoddess Kissも例に漏れずいつも以上に鍛錬に精をだしていたのだが――。
10280003|その嵐は唐突にやってきたのであった。|その嵐は唐突にやってきたのであった。
10280004|司令官、大運動祭の実行委員長がお見えです。|司令官、大運動祭の実行委員長がお見えです。
10280005|ある日の昼下がり、俺のもとへ来訪者がやってきた。\n以前より予定していた大運動祭実行委員長との面会だ。|ある日の昼下がり、俺のもとへ来訪者がやってきた。\n以前より予定していた大運動祭実行委員長との面会だ。
10280006|毎年よくこんな遠い基地にまで挨拶にくるよなぁ。\nよし、早速入ってもらってくれ。|毎年よくこんな遠い基地にまで挨拶にくるよなぁ。\nよし、早速入ってもらってくれ。
10280007|ガチャッ。|ガチャッ。
10280008|はじめまして、若き司令官よ。\nワシが今年の大運動祭の実行委員長、ブルマンじゃ。|はじめまして、若き司令官よ。\nワシが今年の大運動祭の実行委員長、ブルマンじゃ。
10280009|ブルマンさん、ようこそ。\n俺がこの基地の司令官です。|ブルマンさん、ようこそ。\n俺がこの基地の司令官です。
10280010|ほう、思ったより若いのぅ。\nこれはこっち側についてくれそうじゃな。|ほう、思ったより若いのぅ。\nこれはこっち側についてくれそうじゃな。
10280011|ん？　何か仰られました？|ん？　何か仰られました？
10280012|いやいや、こっちの話じゃ。|いやいや、こっちの話じゃ。
10280013|ええっと……はい、わかりました。\nそれで、今年の大運動祭のことですよね。|ええっと……はい、わかりました。\nそれで、今年の大運動祭のことですよね。
10280014|そうじゃそうじゃ。今年はちょっと変わった運動祭でな。\nこれを見てくれ。|そうじゃそうじゃ。今年はちょっと変わった運動祭でな。\nこれを見てくれ。
10280015|下着、でしょうかあれは……。|下着、でしょうかあれは……。
10280016|い、いや、まさかそんな……あれは失われたもののはずだ！！！|い、いや、まさかそんな……あれは失われたもののはずだ！！！
10280017|むっふっふ、やはり分かるか。これの価値が。|むっふっふ、やはり分かるか。これの価値が。
10280018|希少価値があるものなのでしょうか？\n見たことない形状ですが……。|希少価値があるものなのでしょうか？\n見たことない形状ですが……。
10280019|ティナ、これはな……。|ティナ、これはな……。
10280020|ブルマだ！！　男のロマンだ！！|ブルマだ！！　男のロマンだ！！
10280021|今や運動服といえばハーフパンツが主流じゃがな。\nワシは断然ブルマ派じゃ！！|今や運動服といえばハーフパンツが主流じゃがな。\nワシは断然ブルマ派じゃ！！
10280022|ブルマン実行委員長、俺も同じです！\nはっ、もしかして変わった運動祭というのは……。|ブルマン実行委員長、俺も同じです！\nはっ、もしかして変わった運動祭というのは……。
10280023|全員の視線がブルマに注がれる。|全員の視線がブルマに注がれる。
10280024|もしかして、私達にこれを履けなどとは言わないですよね……？|もしかして、私達にこれを履けなどとは言わないですよね……？
10280025|その、まさかじゃ♪|その、まさかじゃ♪
10280026|こ、こんな破廉恥な格好、お断りです！\n大運動祭はそういうイベントではないこと、承知のうえでの発言ですか！？|こ、こんな破廉恥な格好、お断りです！\n大運動祭はそういうイベントではないこと、承知のうえでの発言ですか！？
10280027|だってワシ、実行委員長じゃし。|だってワシ、実行委員長じゃし。
10280028|すごい……堂々と職権を乱用している……！|すごい……堂々と職権を乱用している……！
10280029|これまでブルマ派は息を潜めて生きてきたんじゃ……。\nじゃがしかし、今年は違うぞ！！！|これまでブルマ派は息を潜めて生きてきたんじゃ……。\nじゃがしかし、今年は違うぞ！！！
10280030|うぅ……ちょっと、司令官もなんとか言ってください！|うぅ……ちょっと、司令官もなんとか言ってください！
10280031|ブルマ、最高！！！|ブルマ、最高！！！
10280032|その瞬間、ティナの冷たく軽蔑するような視線が俺に突き刺さったのであった。|その瞬間、ティナの冷たく軽蔑するような視線が俺に突き刺さったのであった。
10280033|数日後……。|数日後……。
10280034|大運動祭は今まで服装自由だったでしょ！？\nなんであたしみたいな貴族がこんなの履かなきゃいけないのよ！！|大運動祭は今まで服装自由だったでしょ！？\nなんであたしみたいな貴族がこんなの履かなきゃいけないのよ！！
10280035|えっとな、ブルマって結構動きやすいぞ？|えっとな、ブルマって結構動きやすいぞ？
10280036|もうっ、見た目が大事なの！！！|もうっ、見た目が大事なの！！！
10280037|うう～ん、評判悪いな……なんだ、俺が間違ってたのか？\nこんな素晴らしいものなのになぁ……。|うう～ん、評判悪いな……なんだ、俺が間違ってたのか？\nこんな素晴らしいものなのになぁ……。
10280038|基地では反ブルマ派の声が高まり、一触即発の状態となっていた。\nこのままではブルマン実行委員長の野望は果たせそうにない。|基地では反ブルマ派の声が高まり、一触即発の状態となっていた。\nこのままではブルマン実行委員長の野望は果たせそうにない。
10280039|いいえ、そんなことはないですよ！\n師匠は間違ってなんかいません！！|いいえ、そんなことはないですよ！\n師匠は間違ってなんかいません！！
10280040|司令官にしては珍しくセンスいいじゃない。\nあたし、このブルマが気に入ったわ！|司令官にしては珍しくセンスいいじゃない。\nあたし、このブルマが気に入ったわ！
10280041|大事なのはいかにプロに近づけるかです。\n素材、機能性……いずれもこれは一級品ですね。|大事なのはいかにプロに近づけるかです。\n素材、機能性……いずれもこれは一級品ですね。
10280042|結構スースーするというか……恥ずかしいかもです。\nリーダーはこういうのが好きなんですね。|結構スースーするというか……恥ずかしいかもです。\nリーダーはこういうのが好きなんですね。
10280043|この実用性と機能性は素晴らしい！\n今なら誰より早く走れそうだ。これを作った奴は相当優秀だな。|この実用性と機能性は素晴らしい！\n今なら誰より早く走れそうだ。これを作った奴は相当優秀だな。
10280044|お、お前ら……！|お、お前ら……！
10280045|絶望する俺の前に現れたのは夢のようなブルマ軍団であった。|絶望する俺の前に現れたのは夢のようなブルマ軍団であった。
10280046|そんな、まさかブルマ賛成派が部隊の中にいるなんて……。|そんな、まさかブルマ賛成派が部隊の中にいるなんて……。
10280047|師匠を元気づけるのも弟子の役目ですからねっ。\nそれは置いておいても、わりと履き心地がよかったというのもあります！|師匠を元気づけるのも弟子の役目ですからねっ。\nそれは置いておいても、わりと履き心地がよかったというのもあります！
10280048|エミリーくんもぜひどうだ。\n新境地を開けるかもしれないぞ！！|エミリーくんもぜひどうだ。\n新境地を開けるかもしれないぞ！！
10280049|いやーーー！！\nあたしをブルマ派に洗脳しないでーーー！！！|いやーーー！！\nあたしをブルマ派に洗脳しないでーーー！！！
10280050|やっぱり凡人には理解できないのかしら？|やっぱり凡人には理解できないのかしら？
10280051|とにかくあたし達は絶対に屈しないからね！！|とにかくあたし達は絶対に屈しないからね！！
10280052|そうも言っていられないようですよ。\n先ほど通信室に本部より、本件に関しての通知が届きましたからね。|そうも言っていられないようですよ。\n先ほど通信室に本部より、本件に関しての通知が届きましたからね。
10280053|俺が司令官室をあけている間にそんなことがあったのか。\nで、一体なんて送ってきたんだ？|俺が司令官室をあけている間にそんなことがあったのか。\nで、一体なんて送ってきたんだ？
10280054|どうやら他の部隊でも同じようなことになっているようですね。\n今年はブルマ賛成派と反対派で分かれて戦うと書いてあります。|どうやら他の部隊でも同じようなことになっているようですね。\n今年はブルマ賛成派と反対派で分かれて戦うと書いてあります。
10280055|……部隊同士ではなく、個人の意思によりチーム分けされるということか。|……部隊同士ではなく、個人の意思によりチーム分けされるということか。
10280056|なお、ブルマ派が勝利した場合にはその実用性を認め、軍で正規の制服として採用することも検討する……らしいですよ？|なお、ブルマ派が勝利した場合にはその実用性を認め、軍で正規の制服として採用することも検討する……らしいですよ？
10280057|えええぇぇぇーーーー！！　それ本気なの！？|えええぇぇぇーーーー！！　それ本気なの！？
10280058|過去の産物であるブルマが、現代でも注目されるとはな。\n本部もなかなか話のわかる奴らがいるじゃないか。|過去の産物であるブルマが、現代でも注目されるとはな。\n本部もなかなか話のわかる奴らがいるじゃないか。
10280059|まさかブルマン実行委員長の想いが事態をここまで大きくするなんて……！\n本部の命令なら反ブルマ派も逆らえないはずだっ！！|まさかブルマン実行委員長の想いが事態をここまで大きくするなんて……！\n本部の命令なら反ブルマ派も逆らえないはずだっ！！
10280060|そ、そん……そん……な。|そ、そん……そん……な。
10280061|バタンッ。|バタンッ。
10280062|あ、気絶しちゃいました……。|あ、気絶しちゃいました……。
10280063|こうして大運動祭は今までにない新展開を見せる。\n世界はブルマに侵略されてしまうのか、それとも……。|こうして大運動祭は今までにない新展開を見せる。\n世界はブルマに侵略されてしまうのか、それとも……。
10280064|今、ブルマをかけた戦いの火蓋が切って落とされるのであった。|今、ブルマをかけた戦いの火蓋が切って落とされるのであった。
10280065| To Be Continued| To Be Continued
10280066|大運動祭当日。\n雲ひとつない快晴の中、ブルマ賛成派と反対派が対峙する。|大運動祭当日。\n雲ひとつない快晴の中、ブルマ賛成派と反対派が対峙する。
10280067|あんな姿、殿方には見られるわけにいきません！\n申し訳ありませんが、反ブルマ派が勝利させていただきます！！|あんな姿、殿方には見られるわけにいきません！\n申し訳ありませんが、反ブルマ派が勝利させていただきます！！
10280068|ふふんっ。これくらいの露出がなんだっていうのよ。\nこの素材の肌触り、そしてこのフォルム……美しいわ……！|ふふんっ。これくらいの露出がなんだっていうのよ。\nこの素材の肌触り、そしてこのフォルム……美しいわ……！
10280069|それはエマさんのお尻が小さいから恥ずかしくないのでは……。\nあっ、わたくしとしたことが失言でしたね。|それはエマさんのお尻が小さいから恥ずかしくないのでは……。\nあっ、わたくしとしたことが失言でしたね。
10280070|うぐぐっ！|うぐぐっ！
10280071|小さくてもいいじゃないか。\n大きいと障害物競争などの時に引っかかる恐れがあるぞ？　なぁ？|小さくてもいいじゃないか。\n大きいと障害物競争などの時に引っかかる恐れがあるぞ？　なぁ？
10280072|な、なんで私に振るんですかぁ～～！|な、なんで私に振るんですかぁ～～！
10280073|ユージンさんのお尻、後ろからみるととってもセクシーで……。\nだからだと思います……。|ユージンさんのお尻、後ろからみるととってもセクシーで……。\nだからだと思います……。
10280074|それに余計な贅肉がついていると機敏さが低下し、支障をきたします。\nヴェレンさんが言うことは至極真っ当な内容です。|それに余計な贅肉がついていると機敏さが低下し、支障をきたします。\nヴェレンさんが言うことは至極真っ当な内容です。
10280075|これは余計な贅肉なんかじゃありませんって！！|これは余計な贅肉なんかじゃありませんって！！
10280076|ふぉっふぉ。今年はいつになく盛り上がりそうじゃのう。\nワシらは参加できないのがやや残念じゃなぁ。|ふぉっふぉ。今年はいつになく盛り上がりそうじゃのう。\nワシらは参加できないのがやや残念じゃなぁ。
10280077|俺らは応援くらいしかできません。\nでも、きっとあいつらがやってくれるはず……！|俺らは応援くらいしかできません。\nでも、きっとあいつらがやってくれるはず……！
10280078|司令官、俺らに任せてください！！　ブルマ派を勝利に導いてみせます！！|司令官、俺らに任せてください！！　ブルマ派を勝利に導いてみせます！！
10280079|ブルマ派である大多数の男性隊員に目配せをして、訓練場に向かう。\nいよいよ大運動祭の幕開けだ。|ブルマ派である大多数の男性隊員に目配せをして、訓練場に向かう。\nいよいよ大運動祭の幕開けだ。
10280080|さて、いよいよ私達の出番ですね。\n競技は……借り物競走ですか。|さて、いよいよ私達の出番ですね。\n競技は……借り物競走ですか。
10280081|ふっふっふ、この名探偵の独壇場ですね！\nぜひ、任せてください！！|ふっふっふ、この名探偵の独壇場ですね！\nぜひ、任せてください！！
10280082|探偵と借り物競争に何の関係が……？|探偵と借り物競争に何の関係が……？
10280083|見ていれば分かることですよ！\nこの勝負、ブルマ派がいただきました！|見ていれば分かることですよ！\nこの勝負、ブルマ派がいただきました！
10280084|パーン、という音と共に競技がスタートした。\n目前に配置されていたボックスに手を入れ、内容を確認する。|パーン、という音と共に競技がスタートした。\n目前に配置されていたボックスに手を入れ、内容を確認する。
10280085|ア、アイドルのブロマイド……！？|ア、アイドルのブロマイド……！？
10280086|お酒を作るシェイカーですか？|お酒を作るシェイカーですか？
10280087|むむ、まさかお題がブルマとは！\nしかし、さすがに自分のを脱ぐわけにも……。|むむ、まさかお題がブルマとは！\nしかし、さすがに自分のを脱ぐわけにも……。
10280088|こういう時こそ誰がブルマを持っているのか、推理しなければ！\nう～ん、そうですねぇ。|こういう時こそ誰がブルマを持っているのか、推理しなければ！\nう～ん、そうですねぇ。
10280089|なんだか嫌な予感がする、と思ったらユージンとばっちり目があった。|なんだか嫌な予感がする、と思ったらユージンとばっちり目があった。
10280090|ブルマ派を牽引し、熱く語る情熱を持った司令官……最近、スポーツ用品店で司令官を見かけたという目撃情報もありましたね……。|ブルマ派を牽引し、熱く語る情熱を持った司令官……最近、スポーツ用品店で司令官を見かけたという目撃情報もありましたね……。
10280091|な、なんだユージン。俺は何も持ってないぞ？|な、なんだユージン。俺は何も持ってないぞ？
10280092|導きだされる答えはズバリ！\n師匠がブルマを持っています！！|導きだされる答えはズバリ！\n師匠がブルマを持っています！！
10280093|持ってないって言ってるだろ！|持ってないって言ってるだろ！
10280094|ふっ、大抵真犯人は「俺はやっていない！」というものです。\nしかし、この名探偵ユージンからは逃れられませんよ！！！！|ふっ、大抵真犯人は「俺はやっていない！」というものです。\nしかし、この名探偵ユージンからは逃れられませんよ！！！！
10280095|確かにブルマは最高だ……尊いものだ。\nだがな、俺が自分で持ってたらそれはただの変態だろ！？|確かにブルマは最高だ……尊いものだ。\nだがな、俺が自分で持ってたらそれはただの変態だろ！？
10280096|えぇぇ、師匠って変態じゃなかったんですか……？|えぇぇ、師匠って変態じゃなかったんですか……？
10280097|こ、この迷探偵がーーーーーーっ！！！|こ、この迷探偵がーーーーーーっ！！！
10280098|ふふ、やはりユージンさんが推理が苦手という噂は本当のようですね♪\nこの間に……あっ、アイドルの写真を探しているんですが持ってません？|ふふ、やはりユージンさんが推理が苦手という噂は本当のようですね♪\nこの間に……あっ、アイドルの写真を探しているんですが持ってません？
10280099|お疲れ様です、レイチェルさん！\nアイドルといえばネーラちゃんですかね？　他にも色々ありますよ！！|お疲れ様です、レイチェルさん！\nアイドルといえばネーラちゃんですかね？　他にも色々ありますよ！！
10280100|へぇ～、色んなパイロットの写真を撮られてるんですね。\n私のはないんですか？|へぇ～、色んなパイロットの写真を撮られてるんですね。\n私のはないんですか？
10280101|えっ。|えっ。
10280102|……。|……。
10280103|……いや、だって、レイチェルさんアイドルじゃないし……。\nそうじゃなかったとしてもその、色々と無理が……。|……いや、だって、レイチェルさんアイドルじゃないし……。\nそうじゃなかったとしてもその、色々と無理が……。
10280104|あぁん！？　年ですか、やっぱり若い娘の方がいいっていうんですか！\n年増には需要がないって、そう思ってるんですかぁ！？|あぁん！？　年ですか、やっぱり若い娘の方がいいっていうんですか！\n年増には需要がないって、そう思ってるんですかぁ！？
10280105|ひ、ひぃぃぃぃぃ！！　ごめんなさいーーーー！！！|ひ、ひぃぃぃぃぃ！！　ごめんなさいーーーー！！！
10280106|なんか2人が手こずっている間に普通にゴールしてしまったんですが、これでいいんでしょうか……？|なんか2人が手こずっている間に普通にゴールしてしまったんですが、これでいいんでしょうか……？
10280107|ふふふ、ようやく綱引きか。\n私が鍛えた精鋭たちを破れると思うなよ？|ふふふ、ようやく綱引きか。\n私が鍛えた精鋭たちを破れると思うなよ？
10280108|相手にとって不足はないわ！\n鬼の戦闘教官ミオンと、天才発明家の私、どっちが上か勝負よ！|相手にとって不足はないわ！\n鬼の戦闘教官ミオンと、天才発明家の私、どっちが上か勝負よ！
10280109|まぁ、この発明品「ヒッキーくん」の前では無力だけどね！|まぁ、この発明品「ヒッキーくん」の前では無力だけどね！
10280110|どうやら強力な力で綱を引っ張ってくれる機械のようだった。\nそもそもルール違反ギリギリな気がするが、それも気にならないくらいそのデザインは奇抜だ。|どうやら強力な力で綱を引っ張ってくれる機械のようだった。\nそもそもルール違反ギリギリな気がするが、それも気にならないくらいそのデザインは奇抜だ。
10280111|なんだかすげぇデザインだな。さすがエマさんっていうか……。|なんだかすげぇデザインだな。さすがエマさんっていうか……。
10280112|そうでしょ！？　やっぱりこのデザインにしてよかった～♪|そうでしょ！？　やっぱりこのデザインにしてよかった～♪
10280113|ポジティブに物事をとらえられることは長所だな。\nだがしかし、その言葉はそっくりそのまま返してやろう。|ポジティブに物事をとらえられることは長所だな。\nだがしかし、その言葉はそっくりそのまま返してやろう。
10280114|そっちは所詮機械。\n鍛え上げられた人間が束になってかかればそんなものは無駄だ。|そっちは所詮機械。\n鍛え上げられた人間が束になってかかればそんなものは無駄だ。
10280115|うぉぉぉっ、俺らはブルマ姿が見れなかったとしてもミオン教官についていくぜ！！|うぉぉぉっ、俺らはブルマ姿が見れなかったとしてもミオン教官についていくぜ！！
10280116|むっ、ヒッキーくんはそんな奴らにひけはとらないわ！|むっ、ヒッキーくんはそんな奴らにひけはとらないわ！
10280117|合図と共に開始され、お互いの掛け声が訓練場に響き渡る。\nはじめは接戦……しかし、反ブルマ派が優勢になっていく。|合図と共に開始され、お互いの掛け声が訓練場に響き渡る。\nはじめは接戦……しかし、反ブルマ派が優勢になっていく。
10280118|ははは！　やはり日頃の成果だな！！\nいいぞ、その調子でひけ！！|ははは！　やはり日頃の成果だな！！\nいいぞ、その調子でひけ！！
10280119|くぅ……すごい力……！|くぅ……すごい力……！
